,funcion_activacion,talla,tiempo,desviacion
739,lisht,85,360.5173588146863,0
740,lineal,86,292.83590298789204,0
741,sigmoid,86,353.7502045452711,0
742,tanh,86,323.71238778182305,0
743,relu,86,304.72951182565885,0
744,selu,86,351.01605986067443,0
745,elu,86,326.3698830078938,0
746,gelu,86,415.68157069405424,0
747,swish,86,406.0997116692597,0
748,mish,86,353.42168386024423,0
749,lisht,86,382.10910478251753,0
750,lineal,87,328.2117552110867,0
751,sigmoid,87,309.14959509836626,0
752,tanh,87,302.43302796944045,0
753,relu,87,374.4540409935289,0
754,selu,87,312.5477326596738,0
755,elu,87,303.665546597651,0
756,gelu,87,494.6087479121343,0
757,swish,87,343.14321933331667,0
758,mish,87,408.2477210649522,0
759,lisht,87,365.3832201931218,0
760,lineal,88,297.6451705129002,0
761,sigmoid,88,356.57650718378136,0
762,tanh,88,331.31950465473346,0
763,relu,88,309.99170854710974,0
764,selu,88,347.6371003226959,0
765,elu,88,338.87106110338937,0
766,gelu,88,424.0215837297728,0
767,swish,88,407.59434728568885,0
768,mish,88,362.7886779169203,0
769,lisht,88,349.4301047809422,0
770,lineal,89,367.1754610963108,0
771,sigmoid,89,318.8637559855997,0
772,tanh,89,309.06631536365603,0
773,relu,89,369.0369307198562,0
774,selu,89,325.6161304762936,0
775,elu,89,310.53574507305166,0
776,gelu,89,493.4399961523595,0
777,swish,89,354.4565894037951,0
778,mish,89,351.37754825360025,0
779,lisht,89,429.96868332033046,0
780,lineal,90,305.9367804766516,0
781,sigmoid,90,308.9176707441802,0
782,tanh,90,379.2268395806023,0
783,relu,90,323.5124293178087,0
784,selu,90,311.39549113303656,0
785,elu,90,371.7050576249312,0
786,gelu,90,445.3449077147525,0
787,swish,90,345.87957650076714,0
788,mish,90,433.6172504904971,0
789,lisht,90,361.6460165538592,0
790,lineal,91,300.9548435866018,0
791,sigmoid,91,384.4869442700874,0
792,tanh,91,323.8068438244518,0
793,relu,91,313.67331705227843,0
794,selu,91,377.0254096109711,0
795,elu,91,329.40515980051714,0
796,gelu,91,429.1148918951512,0
797,swish,91,423.28133246771176,0
798,mish,91,366.2307413367962,0
799,lisht,91,355.74624149283045,0
800,lineal,92,380.286641395709,0
801,sigmoid,92,323.2551324131782,0
802,tanh,92,315.3182348019909,0
803,relu,92,379.0243173917406,0
804,selu,92,332.23571111861384,0
805,elu,92,317.64729184290627,0
806,gelu,92,502.4286493820255,0
807,swish,92,364.2905805000337,0
808,mish,92,359.5937987535144,0
809,lisht,92,435.74360690489993,0
810,lineal,93,315.9622752376017,0
811,sigmoid,93,317.41012698662234,0
812,tanh,93,374.8211504642677,0
813,relu,93,340.1706303655519,0
814,selu,93,320.8123123847181,0
815,elu,93,314.55845956891426,0
816,gelu,93,520.6564384076046,0
817,swish,93,356.21754802399664,0
818,mish,93,428.5632325145707,0
819,lisht,93,381.0091686404485,0
820,lineal,94,310.57835147180595,0
821,sigmoid,94,360.0396493570297,0
822,tanh,94,356.6647913744964,0
823,relu,94,326.6181396030006,0
824,selu,94,318.36501141716144,0
825,elu,94,391.8460951053712,0
826,gelu,94,450.8242468489334,0
827,swish,94,354.5886567517591,0
828,mish,94,449.1773089032795,0
829,lisht,94,371.18039080826566,0
830,lineal,95,309.5338899502822,0
831,sigmoid,95,395.3634971211432,0
832,tanh,95,335.73972636423423,0
833,relu,95,324.27834037621506,0
834,selu,95,377.7772347515274,0
835,elu,95,348.2584913861647,0
836,gelu,95,444.12058055071975,0
837,swish,95,426.1146556780732,0
838,mish,95,385.9323002618621,0
839,lisht,95,369.2120755731303,0
840,lineal,96,370.1698329257197,0
841,sigmoid,96,349.37539925592137,0
842,tanh,96,328.8344372728898,0
843,relu,96,322.76607165060705,0
844,selu,96,399.9344154827704,0
845,elu,96,336.303031137737,0
846,gelu,96,441.7556315590628,0
847,swish,96,440.7936706222536,0
848,mish,96,379.0560531782394,0
849,lisht,96,369.3933644898643,0
850,lineal,97,391.5334085859649,0
851,sigmoid,97,336.92347468229127,0
852,tanh,97,327.6146942281048,0
853,relu,97,373.36956487922,0
854,selu,97,359.75728355534375,0
855,elu,97,332.29527054564096,0
856,gelu,97,491.3521221473056,0
857,swish,97,399.3197305914364,0
858,mish,97,376.883113311429,0
859,lisht,97,420.0612745404069,0
860,lineal,98,350.0555744738085,0
861,sigmoid,98,333.98594876230345,0
862,tanh,98,327.55709134071367,0
863,relu,98,392.5855045115459,0
864,selu,98,348.5328332449717,0
865,elu,98,331.8428054370743,0
866,gelu,98,510.0463354215317,0
867,swish,98,388.8776655206166,0
868,mish,98,377.1818650999048,0
869,lisht,98,435.4504470671236,0
870,lineal,99,342.98207707778784,0
871,sigmoid,99,334.138027057983,0
872,tanh,99,328.42487743645324,0
873,relu,99,401.3885051646212,0
874,selu,99,346.53468062824686,0
875,elu,99,333.2592374297383,0
876,gelu,99,518.4756290574151,0
877,swish,99,387.1057427332271,0
878,mish,99,378.5708366051258,0
879,lisht,99,441.7670409102284,0
880,lineal,100,342.1578533113934,0
881,sigmoid,100,335.207466946682,0
882,tanh,100,329.99318115829374,0
883,relu,100,405.15327003292623,0
884,selu,100,348.1428860693122,0
885,elu,100,335.0734425219125,0
886,gelu,100,521.2668891780777,0
887,swish,100,390.0472096470767,0
888,mish,100,380.78494789623073,0
889,lisht,100,440.9563956961792,0
890,lineal,101,347.59903323778417,0
891,sigmoid,101,337.9702098585258,0
892,tanh,101,333.4950771591102,0
893,relu,101,404.3834467073029,0
894,selu,101,353.2265815969149,0
895,elu,101,337.16322710260283,0
896,gelu,101,515.1519301229855,0
897,swish,101,399.5825923993543,0
898,mish,101,383.9620543298661,0
899,lisht,101,,0
900,lineal,102,359.6922481148504,0
901,sigmoid,102,341.1633253865293,0
902,tanh,102,335.3997288556129,0
903,relu,102,394.3882463068003,0
904,selu,102,365.83555864184746,0
905,elu,102,340.57893861064804,0
906,gelu,102,501.2329550746072,0
907,swish,102,416.66884239183855,0
908,mish,102,388.2115970966697,0
909,lisht,102,380.54873393665184,0
910,lineal,103,410.1796836137655,0
911,sigmoid,103,347.193370155117,0
912,tanh,103,339.17005085901474,0
913,relu,103,334.1698663501011,0
914,selu,103,424.4045396143047,0
915,elu,103,346.1799093618756,0
916,gelu,103,458.2910889170598,0
917,swish,103,458.8917746889347,0
918,mish,103,395.8256142995088,0
919,lisht,103,385.7503652930318,0
920,lineal,104,394.0704934588284,0
921,sigmoid,104,363.24583889421774,0
922,tanh,104,343.5902252024098,0
923,relu,104,338.53443149128,0
924,selu,104,411.6301154138928,0
925,elu,104,359.0252212189662,0
926,gelu,104,464.72771910746815,0
927,swish,104,444.915615791193,0
928,mish,104,412.3735917013255,0
929,lisht,104,391.1943827832874,0
930,lineal,105,328.790160773322,0
931,sigmoid,105,424.13138543401146,0
932,tanh,105,353.6323971053644,0
933,relu,105,344.70846324122977,0
934,selu,105,339.7566827906412,0
935,elu,105,428.0461246776104,0
936,gelu,105,475.7170621168916,0
937,swish,105,381.1170571230177,0
938,mish,105,477.2405212241283,0
939,lisht,105,399.9455896517902,0
940,lineal,106,334.2682085230481,0
941,sigmoid,106,340.80477435758803,0
942,tanh,106,434.4094597684452,0
943,relu,106,352.5711460559105,0
944,selu,106,346.0082652087149,0
945,elu,106,397.6467987701472,0
946,gelu,106,509.22957417802536,0
947,swish,106,387.6999585427402,0
948,mish,106,445.8014839121024,0
949,lisht,106,431.2197369937203,0
950,lineal,107,340.4587672940106,0
951,sigmoid,107,346.3343809338112,0
952,tanh,107,403.5916070805106,0
953,relu,107,380.1159291378863,0
954,selu,107,352.65031151889707,0
955,elu,107,347.0747007919708,0
956,gelu,107,557.2471609824861,0
957,swish,107,398.89297463485855,0
958,mish,107,396.4110541737755,0
959,lisht,107,467.3511707810394,0
960,lineal,108,359.10775452677626,0
961,sigmoid,108,353.1239536758221,0
962,tanh,108,347.7684573737788,0
963,relu,108,412.0018469619099,0
964,selu,108,378.4872617361252,0
965,elu,108,354.3318745094293,0
966,gelu,108,471.1605271293083,0
967,swish,108,478.5658873465436,0
968,mish,108,407.2431426536932,0
969,lisht,108,398.0952587455977,0
970,lineal,109,408.0869434272754,0
971,sigmoid,109,375.528518069128,0
972,tanh,109,355.3537308918894,0
973,relu,109,350.4895842783735,0
974,selu,109,411.3041101733688,0
975,elu,109,382.9764342296403,0
976,gelu,109,482.6949200656964,0
977,swish,109,388.428739547031,0
978,mish,109,495.2223122658325,0
979,lisht,109,408.4017264711438,0
980,lineal,110,342.3962007545633,0
981,sigmoid,110,401.2704799032072,0
982,tanh,110,394.9236046801088,0
983,relu,110,362.0520509154303,0
984,selu,110,354.8244870622875,0
985,elu,110,401.5897569196532,0
986,gelu,110,530.048275894078,0
987,swish,110,398.3255991209298,0
988,mish,110,400.6895195423858,0
989,lisht,110,497.6553119790042,0
990,lineal,111,352.9675154836732,0
991,sigmoid,111,356.5564948747633,0
992,tanh,111,351.4942321360577,0
993,relu,111,444.0419625079376,0
994,selu,111,368.7889124116628,0
995,elu,111,358.40597940050066,0
996,gelu,111,542.1468054460129,0
997,swish,111,432.1606986526749,0
998,mish,111,411.07751208229456,0
999,lisht,111,403.7958436289919,0
1000,lineal,112,429.4160467556794,0
1001,sigmoid,112,373.4191686383565,0
1002,tanh,112,360.65938136179466,0
1003,relu,112,355.83577385690296,0
1004,selu,112,428.92741714348085,0
1005,elu,112,383.5214292550809,0
1006,gelu,112,489.6222730762093,0
1007,swish,112,395.4332554684952,0
1008,mish,112,505.7129229298444,0
1009,lisht,112,415.9409995669266,0
1010,lineal,113,348.903882759274,0
1011,sigmoid,113,355.3352100783959,0
1012,tanh,113,455.3044300028123,0
1013,relu,113,370.497511122725,0
1014,selu,113,361.748507434153,0
1015,elu,113,357.2634089955245,0
1016,gelu,113,590.8151696995483,0
1017,swish,113,408.2816645543208,0
1018,mish,113,409.5816891655559,0
1019,lisht,113,497.9523680513376,0
1020,lineal,114,365.5783957073581,0
1021,sigmoid,114,365.46305294375634,0
1022,tanh,114,360.55900126550114,0
1023,relu,114,431.1104969849112,0
1024,selu,114,391.7091601518914,0
1025,elu,114,368.4970240754192,0
1026,gelu,114,488.3885309615871,0
1027,swish,114,493.1068095476367,0
1028,mish,114,427.5470072486787,0
1029,lisht,114,414.9329915794078,0
1030,lineal,115,349.43952969589736,0
1031,sigmoid,115,458.5756175349816,0
1032,tanh,115,376.0283322811592,0
1033,relu,115,366.6321931693237,0
1034,selu,115,361.5471834279597,0
1035,elu,115,447.23922982491786,0
1036,gelu,115,516.8030221298104,0
1037,swish,115,408.5824882096495,0
1038,mish,115,476.401197964442,0
1039,lisht,115,454.7573820700054,0
1040,lineal,116,360.74663382489234,0
1041,sigmoid,116,367.0857162273605,0
1042,tanh,116,361.920905765146,0
1043,relu,116,462.9761275242781,0
1044,selu,116,379.2331358839292,0
1045,elu,116,369.4941349703004,0
1046,gelu,116,552.4666128272074,0
1047,swish,116,450.3330753390328,0
1048,mish,116,425.58160439605126,0
1049,lisht,116,417.5264797619311,0
1050,lineal,117,430.1447652797215,0
1051,sigmoid,117,395.599108230148,0
1052,tanh,117,374.4165232813102,0
1053,relu,117,368.963045236771,0
1054,selu,117,363.41716460249154,0
1055,elu,117,465.58413448836654,0
1056,gelu,117,512.8159101331257,0
1057,swish,117,411.3123797688168,0
1058,mish,117,499.60304163437104,0
1059,lisht,117,445.3518062905641,0
1060,lineal,118,363.28280037193326,0
1061,sigmoid,118,369.70715108315926,0
1062,tanh,118,424.4962679703021,0
1063,relu,118,413.749582772376,0
1064,selu,118,380.6074065058492,0
1065,elu,118,372.6703698894708,0
1066,gelu,118,566.39283045911,0
1067,swish,118,448.9548104676069,0
1068,mish,118,429.08322205458535,0
1069,lisht,118,421.26485789753497,0
1070,lineal,119,437.0041360486648,0
1071,sigmoid,119,398.9393731030869,0
1072,tanh,119,378.5442585935234,0
1073,relu,119,372.98123423039215,0
1074,selu,119,367.55443193460815,0
1075,elu,119,470.1423868901911,0
1076,gelu,119,520.0293208290241,0
1077,swish,119,416.4005245417357,0
1078,mish,119,496.5781868324848,0
1079,lisht,119,457.11276928934967,0
1080,lineal,120,368.4806617681752,0
1081,sigmoid,120,374.8339022093569,0
1082,tanh,120,369.3290221519419,0
1083,relu,120,474.0254389846232,0
1084,selu,120,388.1168557865312,0
1085,elu,120,378.4782612159616,0
1086,gelu,120,501.1960779336514,0
1087,swish,120,519.6615917074378,0
1088,mish,120,437.3990650573396,0
1089,lisht,120,428.05710885865847,0
1090,lineal,121,416.6698399115703,0
1091,sigmoid,121,421.38144376070704,0
1092,tanh,121,388.8425215724856,0
1093,relu,121,379.50335295766126,0
1094,selu,121,373.5879728427972,0
1095,elu,121,455.050582501397,0
1096,gelu,121,540.6654824504512,0
1097,swish,121,424.3482966849115,0
1098,mish,121,424.8529083908652,0
1099,lisht,121,530.5113295391784,0
1100,lineal,122,378.2740949331783,0
1101,sigmoid,122,382.4097395783756,0
1102,tanh,122,375.9686657686252,0
1103,relu,122,448.7028874433017,0
1104,selu,122,413.1151993520325,0
1105,elu,122,387.46724560385337,0
1106,gelu,122,511.092378744157,0
1107,swish,122,503.04373827698873,0
1108,mish,122,459.0221602719976,0
1109,lisht,122,438.1684995812248,0
1110,lineal,123,367.8349136164761,0
1111,sigmoid,123,441.2706032431452,0
1112,tanh,123,422.32698804256506,0
1113,relu,123,391.2420037711854,0
1114,selu,123,383.6642486536293,0
1115,elu,123,377.7846271803137,0
1116,gelu,123,619.4608381177532,0
1117,swish,123,437.1869363171864,0
1118,mish,123,436.3668815847486,0
1119,lisht,123,487.1780394388479,0
1120,lineal,124,416.5391009564628,0
1121,sigmoid,124,395.2011375725269,0
1122,tanh,124,386.3425554095302,0
1123,relu,124,380.9070125614526,0
1124,selu,124,452.32147781417007,0
1125,elu,124,419.3547196870204,0
1126,gelu,124,529.1997452644864,0
1127,swish,124,426.38231384544633,0
1128,mish,124,524.415317867999,0
1129,lisht,124,461.5791266387096,0
1130,lineal,125,378.1712049577036,0
1131,sigmoid,125,385.4464969265973,0
1132,tanh,125,379.9072641064995,0
1133,relu,125,488.22245897585526,0
1134,selu,125,400.52021879021777,0
1135,elu,125,390.148560350819,0
1136,gelu,125,516.3521158865187,0
1137,swish,125,530.5312463587616,0
1138,mish,125,454.2006723036175,0
1139,lisht,125,442.2213075297186,0
1140,lineal,126,371.83054839540273,0
1141,sigmoid,126,478.2702760300017,0
1142,tanh,126,409.140847915085,0
1143,relu,126,393.66510279354407,0
1144,selu,126,388.0563080997672,0
1145,elu,126,382.5152185073239,0
1146,gelu,126,636.2389732748852,0
1147,swish,126,442.107669762976,0
1148,mish,126,442.4873257559957,0
1149,lisht,126,504.6745653126272,0
1150,lineal,127,417.5732769308961,0
1151,sigmoid,127,400.85528821806656,0
1152,tanh,127,392.4891017725458,0
1153,relu,127,386.6550974451821,0
1154,selu,127,461.9219861329766,0
1155,elu,127,425.70560828218,0
1156,gelu,127,537.8525037906948,0
1157,swish,127,433.460387434694,0
1158,mish,127,527.5981593686156,0
1159,lisht,127,473.7091647129273,0
1160,lineal,128,385.52041822246974,0
1161,sigmoid,128,392.4413266616175,0
1162,tanh,128,386.80455330054974,0
1163,relu,128,487.8378859084914,0
1164,selu,128,413.3254953813157,0
1165,elu,128,398.0028744870215,0
1166,gelu,128,526.7679460181971,0
1167,swish,128,527.6760722763138,0
1168,mish,128,471.4545087092556,0
1169,lisht,128,452.6711730905809,0
1170,lineal,129,380.7040295920451,0
1171,sigmoid,129,453.998518768698,0
1172,tanh,129,439.2221317853546,0
1173,relu,129,406.7997616974171,0
1174,selu,129,397.7595424767933,0
1175,elu,129,392.147913050605,0
1176,gelu,129,629.7240517110331,0
1177,swish,129,459.06105419795495,0
1178,mish,129,453.5210360644851,0
1179,lisht,129,447.1947249613004,0
1180,lineal,130,467.9417023897986,0
1181,sigmoid,130,425.8456776182866,0
1182,tanh,130,404.3639108650968,0
1183,relu,130,397.85877435310977,0
1184,selu,130,391.7642345834756,0
1185,elu,130,482.39819012064254,0
1186,gelu,130,567.5250911047915,0
1187,swish,130,447.5271246464108,0
1188,mish,130,448.7114625449176,0
1189,lisht,130,548.2763431257335,0
1190,lineal,131,406.7064819698571,0
1191,sigmoid,131,404.56489437201526,0
1192,tanh,131,398.90215075865854,0
1193,relu,131,393.3113605615217,0
1194,selu,131,493.1626151080709,0
1195,elu,131,422.3259237088496,0
1196,gelu,131,544.8819508595625,0
1197,swish,131,441.5896361904452,0
1198,mish,131,548.8017843493726,0
1199,lisht,131,478.4797315913602,0
1200,lineal,132,393.2876533154049,0
1201,sigmoid,132,400.9347122518229,0
1202,tanh,132,395.1767494783271,0
1203,relu,132,499.85358534689294,0
1204,selu,132,422.9733262278605,0
1205,elu,132,407.6855086262221,0
1206,gelu,132,538.382142720744,0
1207,swish,132,533.3183673844906,0
1208,mish,132,487.0364726516418,0
1209,lisht,132,464.8263127961545,0
1210,lineal,133,390.7447936802055,0
1211,sigmoid,133,398.1905955097173,0
1212,tanh,133,506.0183133420069,0
1213,relu,133,423.3475674749352,0
1214,selu,133,408.7229820552748,0
1215,elu,133,403.5828299142304,0
1216,gelu,133,615.7596968011349,0
1217,swish,133,489.1535443941248,0
1218,mish,133,468.51858684176113,0
1219,lisht,133,460.779520537646,0
1220,lineal,134,387.3092080429778,0
1221,sigmoid,134,510.2753609675565,0
1222,tanh,134,423.1191045489977,0
1223,relu,134,410.5881155204843,0
1224,selu,134,405.23755558481207,0
1225,elu,134,399.6136059844284,0
1226,gelu,134,662.3593036291422,0
1227,swish,134,463.8587865917944,0
1228,mish,134,464.06601606233744,0
1229,lisht,134,456.9740657399525,0
1230,lineal,135,493.7111183761736,0
1231,sigmoid,135,429.4032200714573,0
1232,tanh,135,413.6795202384819,0
1233,relu,135,408.12979628751054,0
1234,selu,135,402.1630560028716,0
1235,elu,135,499.5656857955619,0
1236,gelu,135,581.5094704284566,0
1237,swish,135,459.7078122026869,0
1238,mish,135,461.85770238528494,0
1239,lisht,135,556.0852675130009,0
1240,lineal,136,422.8743809632142,0
1241,sigmoid,136,418.04788683750667,0
1242,tanh,136,411.324882272922,0
1243,relu,136,405.39142852986697,0
1244,selu,136,483.7319226582768,0
1245,elu,136,449.3046735484968,0
1246,gelu,136,565.3970454409719,0
1247,swish,136,456.9194408608018,0
1248,mish,136,527.5716415668139,0
1249,lisht,136,518.2992676126305,0
1250,lineal,137,410.8046135991463,0
1251,sigmoid,137,414.95193454419496,0
1252,tanh,137,409.8886270605144,0
1253,relu,137,404.9347069885698,0
1254,selu,137,524.7106009133277,0
1255,elu,137,429.77161083574174,0
1256,gelu,137,559.2121435527224,0
1257,swish,137,454.8122315738583,0
1258,mish,137,572.3199663615087,0
1259,lisht,137,492.87438913900405,0
1260,lineal,138,406.3139534877264,0
1261,sigmoid,138,414.20632799423765,0
1262,tanh,138,408.066485290532,0
1263,relu,138,509.7846912437235,0
1264,selu,138,441.46664862160105,0
1265,elu,138,423.2326444122009,0
1266,gelu,138,557.7973584436695,0
1267,swish,138,526.7226465663407,0
1268,mish,138,522.0493391710916,0
1269,lisht,138,484.7033568011248,0
1270,lineal,139,405.6599775679642,0
1271,sigmoid,139,414.1655140446383,0
1272,tanh,139,480.5832944374997,0
1273,relu,139,463.0577347127837,0
1274,selu,139,430.8600291562034,0
1275,elu,139,420.2451614665915,0
1276,gelu,139,556.1624020372401,0
1277,swish,139,558.7085837349878,0
1278,mish,139,500.6405807658448,0
1279,lisht,139,480.7774038427742,0
1280,lineal,140,405.268084702373,0
1281,sigmoid,140,413.43466311431257,0
1282,tanh,140,518.2312727536773,0
1283,relu,140,443.3074337514117,0
1284,selu,140,425.892779101152,0
1285,elu,140,419.8814538621809,0
1286,gelu,140,555.2923696616199,0
1287,swish,140,577.8316705728648,0
1288,mish,140,493.6095195625676,0
1289,lisht,140,480.2082211175002,0
1290,lineal,141,405.490099825256,0
1291,sigmoid,141,485.11480644217227,0
1292,tanh,141,467.3007723473129,0
1293,relu,141,434.8677531364956,0
1294,selu,141,424.1841823121067,0
1295,elu,141,419.6535097261076,0
1296,gelu,141,633.0321770379669,0
1297,swish,141,513.1239015618921,0
1298,mish,141,490.1789185104426,0
1299,lisht,141,480.9087015786208,0
1300,lineal,142,405.5402674911311,0
1301,sigmoid,142,512.4480214369833,0
1302,tanh,142,453.2790376945632,0
1303,relu,142,431.8931816496188,0
1304,selu,142,424.2093615089543,0
1305,elu,142,420.1419624265982,0
1306,gelu,142,657.3052151508164,0
1307,swish,142,501.1730884661665,0
1308,mish,142,488.6514494398143,0
1309,lisht,142,480.8064674863708,0
1310,lineal,143,405.9536151562352,0
1311,sigmoid,143,527.3209477488999,0
1312,tanh,143,447.2652031935868,0
1313,relu,143,431.2955707833753,0
1314,selu,143,425.1984643094474,0
1315,elu,143,420.702731368132,0
1316,gelu,143,672.4674662880716,0
1317,swish,143,495.8631018291926,0
1318,mish,143,488.60928595409496,0
1319,lisht,143,482.4364804216893,0
1320,lineal,144,406.4851273328532,0
1321,sigmoid,144,536.9347149341484,0
1322,tanh,144,445.4240984291537,0
1323,relu,144,431.7309233946144,0
1324,selu,144,426.76701573684113,0
1325,elu,144,421.65926860825857,0
1326,gelu,144,681.3659774032421,0
1327,swish,144,496.43203072069446,0
1328,mish,144,490.6420527899172,0
1329,lisht,144,483.684056777216,0
1330,lineal,145,407.862712894741,0
1331,sigmoid,145,543.3880195070524,0
1332,tanh,145,446.0284075001255,0
1333,relu,145,433.2364008732839,0
1334,selu,145,428.42764186678687,0
1335,elu,145,429.15805408067536,0
1336,gelu,145,692.9909520500805,0
1337,swish,145,499.2394154003705,0
1338,mish,145,491.4992340385797,0
1339,lisht,145,485.9398274725536,0
1340,lineal,146,409.14489256957313,0
1341,sigmoid,146,545.6194357716013,0
1342,tanh,146,448.5735086523928,0
1343,relu,146,434.7848989471677,0
1344,selu,146,430.1264271479449,0
1345,elu,146,424.6436850480386,0
1346,gelu,146,687.2343213549466,0
1347,swish,146,500.707908239332,0
1348,mish,146,493.398761185992,0
1349,lisht,146,488.2946724426001,0
1350,lineal,147,411.4252061943407,0
1351,sigmoid,147,545.0591268434655,0
1352,tanh,147,452.14520939369686,0
1353,relu,147,436.82107164902845,0
1354,selu,147,432.03210319718346,0
1355,elu,147,426.7536435139482,0
1356,gelu,147,684.479902674444,0
1357,swish,147,507.146297708794,0
1358,mish,147,497.2706036141608,0
1359,lisht,147,490.9483063161606,0
1360,lineal,148,413.8621944788029,0
1361,sigmoid,148,539.9471078232746,0
1362,tanh,148,460.0897044518497,0
1363,relu,148,440.03664366324665,0
1364,selu,148,434.28395203576656,0
1365,elu,148,430.001398713328,0
1366,gelu,148,675.9894169913605,0
1367,swish,148,518.8960156303947,0
1368,mish,148,500.9167143154773,0
1369,lisht,148,493.2323602754623,0
1370,lineal,149,416.2995916935033,0
1371,sigmoid,149,525.6850987182697,0
1372,tanh,149,472.7315283572534,0
1373,relu,149,444.3325340982992,0
1374,selu,149,437.0247614788823,0
1375,elu,149,432.9748880536063,0
1376,gelu,149,651.4370964267291,0
1377,swish,149,536.2406660132692,0
1378,mish,149,505.9336412409321,0
1379,lisht,149,497.58818515832536,0
1380,lineal,150,419.50815709808376,0
1381,sigmoid,150,504.267895553261,0
1382,tanh,150,489.6589308147668,0
1383,relu,150,450.8550560913864,0
1384,selu,150,440.935943598859,0
1385,elu,150,436.4245159245911,0
1386,gelu,150,576.7876659845933,0
1387,swish,150,607.2328101002495,0
1388,mish,150,514.9094603352132,0
1389,lisht,150,501.4481063418207,0
1390,lineal,151,423.5099439425976,0
1391,sigmoid,151,434.0577630515909,0
1392,tanh,151,548.1764658087632,0
1393,relu,151,464.0391288874089,0
1394,selu,151,445.3437550991075,0
1395,elu,151,440.95782846561633,0
1396,gelu,151,581.6476759691141,0
1397,swish,151,587.5701612705016,0
1398,mish,151,532.2546961953631,0
1399,lisht,151,507.316529497155,0
1400,lineal,152,427.8439988380997,0
1401,sigmoid,152,437.9436767310253,0
1402,tanh,152,510.1093452494242,0
1403,relu,152,493.6584815190872,0
1404,selu,152,454.56229137297487,0
1405,elu,152,445.1810778454528,0
1406,gelu,152,589.31558612152,0
1407,swish,152,555.692073997343,0
1408,mish,152,560.0675018510083,0
1409,lisht,152,515.3426400150056,0
1410,lineal,153,432.4534653443261,0
1411,sigmoid,153,443.10741663060617,0
1412,tanh,153,438.7716421097866,0
1413,relu,153,537.7502073312062,0
1414,selu,153,479.9972399159451,0
1415,elu,153,452.4465119239176,0
1416,gelu,153,596.3323499856051,0
1417,swish,153,490.9571393477381,0
1418,mish,153,608.2642862107023,0
1419,lisht,153,536.3225868858281,0
1420,lineal,154,437.580888278957,0
1421,sigmoid,154,447.43246593402,0
1422,tanh,154,444.3905926882872,0
1423,relu,154,439.45106213510735,0
1424,selu,154,561.9536701697507,0
1425,elu,154,468.75877991347807,0
1426,gelu,154,603.7667104672873,0
1427,swish,154,497.5367786057177,0
1428,mish,154,501.0091790499282,0
1429,lisht,154,634.1046957260696,0
1430,lineal,155,448.9663799884147,0
1431,sigmoid,155,452.6755304943654,0
1432,tanh,155,449.5600612360868,0
1433,relu,155,444.8412004075944,0
1434,selu,155,440.3520743272966,0
1435,elu,155,576.5106963163125,0
1436,gelu,155,619.7207708011847,0
1437,swish,155,503.9766151940567,0
1438,mish,155,508.0964228390367,0
1439,lisht,155,587.8124417760409,0
1440,lineal,156,482.65504817920737,0
1441,sigmoid,156,463.2193443696015,0
1442,tanh,156,454.86222597572487,0
1443,relu,156,450.4568184950622,0
1444,selu,156,445.6399722254719,0
1445,elu,156,526.8215466754045,0
1446,gelu,156,663.2651842605555,0
1447,swish,156,510.98280535975937,0
1448,mish,156,514.4817335014814,0
1449,lisht,156,508.1019167762133,0
