,funcion_activacion,talla,tiempo,desviacion
2155,elu,229,603.2581908190623,0
2156,gelu,229,844.3184884811053,0
2157,swish,229,706.3063357409555,0
2158,mish,229,694.4696294704918,0
2159,lisht,229,723.9818689535605,0
2160,lineal,230,591.8010845697718,0
2161,sigmoid,230,640.2793105221353,0
2162,tanh,230,616.3936662382912,0
2163,relu,230,639.2248962019803,0
2164,selu,230,618.7707758672768,0
2165,elu,230,636.4195858261082,0
2166,gelu,230,813.2532979070675,0
2167,swish,230,718.0345678749727,0
2168,mish,230,685.7119327875553,0
2169,lisht,230,736.2356375132222,0
2170,lineal,231,584.8999597211368,0
2171,sigmoid,231,653.6589921835111,0
2172,tanh,231,608.6954628925305,0
2173,relu,231,652.6165094719036,0
2174,selu,231,610.5414143633097,0
2175,elu,231,650.1602792819031,0
2176,gelu,231,804.1522586547071,0
2177,swish,231,725.0864924874622,0
2178,mish,231,715.5138290482573,0
2179,lisht,231,710.9535499012563,0
2180,lineal,232,583.9558990398655,0
2181,sigmoid,232,660.5440063130809,0
2182,tanh,232,608.0390051259892,0
2183,relu,232,658.3681093731429,0
2184,selu,232,610.2011614888906,0
2185,elu,232,656.1774050674867,0
2186,gelu,232,803.1161386870081,0
2187,swish,232,728.8593345200643,0
2188,mish,232,723.0043010774534,0
2189,lisht,232,708.8361928396625,0
2190,lineal,233,584.977263928391,0
2191,sigmoid,233,663.7146346698282,0
2192,tanh,233,610.2660576167982,0
2193,relu,233,660.2613305780105,0
2194,selu,233,612.3005516076228,0
2195,elu,233,656.5805932444055,0
2196,gelu,233,808.0938237255905,0
2197,swish,233,730.7113424330018,0
2198,mish,233,689.5897016595118,0
2199,lisht,233,747.4065154219279,0
2200,lineal,234,588.6955361494329,0
2201,sigmoid,234,663.0913017046405,0
2202,tanh,234,614.8564104335383,0
2203,relu,234,657.7061063405126,0
2204,selu,234,619.1131321123103,0
2205,elu,234,650.028563086642,0
2206,gelu,234,820.7002227514749,0
2207,swish,234,729.4398853546008,0
2208,mish,234,697.0374691041652,0
2209,lisht,234,744.9056421627756,0
2210,lineal,235,596.5591200169874,0
2211,sigmoid,235,653.6855339740869,0
2212,tanh,235,626.5487121356418,0
2213,relu,235,640.2119988047052,0
2214,selu,235,640.6015803398332,0
2215,elu,235,612.7349392054603,0
2216,gelu,235,866.0664031056222,0
2217,swish,235,719.0955323009985,0
2218,mish,235,714.557070600451,0
2219,lisht,235,722.3175019869814,0
2220,lineal,236,622.5872181343148,0
2221,sigmoid,236,,0
2222,tanh,236,667.9411559017608,0
2223,relu,236,620.5825385435019,0
2224,selu,236,661.022110292688,0
2225,elu,236,626.7988162537804,0
2226,gelu,236,861.9394442682387,0
2227,swish,,690.9131114713382,0
2228,mish,236,750.7517268736847,0
2229,lisht,236,704.8296218804317,0
2230,lineal,237,632.5861466204515,0
2231,sigmoid,237,636.4055489415769,0
2232,tanh,237,615.774106195895,0
2233,relu,237,675.7422788570402,0
2234,selu,237,620.2033555761445,0
2235,elu,237,667.6827500835061,0
2236,gelu,237,821.575898138457,0
2237,swish,237,741.8271090817871,0
2238,mish,237,703.2568329051137,0
2239,lisht,237,755.6547169375699,0
2240,lineal,238,602.7531120370841,0
2241,sigmoid,238,657.4261158640729,0
2242,tanh,238,638.7340262237703,0
2243,relu,238,618.6954860445112,0
2244,selu,238,678.5997996886726,0
2245,elu,238,623.3241245071404,0
2246,gelu,238,873.8853113726946,0
2247,swish,238,690.9370096724015,0
2248,mish,238,761.8547946886392,0
2249,lisht,238,705.4160130489618,0
2250,lineal,239,648.1430604228517,0
2251,sigmoid,239,634.5396993120667,0
2252,tanh,239,648.8907758606365,0
2253,relu,239,654.7348757497966,0
2254,selu,239,624.4924149070866,0
2255,elu,239,674.9944714287994,0
2256,gelu,239,828.0069617935224,0
2257,swish,239,747.8348962602904,0
2258,mish,239,710.5531627554446,0
2259,lisht,239,759.822643776075,0
2260,lineal,240,610.2489423119696,0
2261,sigmoid,240,651.7464370282833,0
2262,tanh,240,655.1381952603115,0
2263,relu,240,626.3615929546067,0
2264,selu,240,678.7253826801898,0
2265,elu,240,632.8551722918637,0
2266,gelu,240,877.7224478470162,0
2267,swish,240,702.3069835527567,0
2268,mish,240,759.9509499800624,0
2269,lisht,240,718.8045999293681,0
2270,lineal,241,600.4109099018387,0
2271,sigmoid,241,689.682507241494,0
2272,tanh,241,629.3294321409194,0
2273,relu,241,676.3497969259042,0
2274,selu,241,639.7271218531532,0
2275,elu,241,623.3243265911005,0
2276,gelu,241,892.7765863003442,0
2277,swish,241,731.3407520699548,0
2278,mish,241,739.5157604929991,0
2279,lisht,241,708.8796354138758,0
2280,lineal,242,665.8796810864005,0
2281,sigmoid,242,636.4499074777123,0
2282,tanh,242,664.2539060357958,0
2283,relu,242,656.5594335815404,0
2284,selu,242,629.9768420414766,0
2285,elu,242,684.5089863453759,0
2286,gelu,242,837.1769217276014,0
2287,swish,242,756.0830696750199,0
2288,mish,242,721.2939656408271,0
2289,lisht,242,762.8647755861748,0
2290,lineal,243,622.6873276226688,0
2291,sigmoid,243,629.8599579259753,0
2292,tanh,243,690.1561251105741,0
2293,relu,243,639.0791288093897,0
2294,selu,243,666.2462024164852,0
2295,elu,243,659.2797184803057,0
2296,gelu,243,829.1428793786326,0
2297,swish,243,751.1428716217633,0
2298,mish,243,715.8050504336134,0
2299,lisht,243,779.6276092567714,0
2300,lineal,244,615.9886484699091,0
2301,sigmoid,244,665.2183473951882,0
2302,tanh,244,662.3812702532159,0
2303,relu,244,635.9967326292535,0
2304,selu,244,686.685304452898,0
2305,elu,244,644.4449301855639,0
2306,gelu,244,883.4642960932106,0
2307,swish,244,719.9607849769527,0
2308,mish,244,751.3605023978744,0
2309,lisht,244,749.6747704292648,0
2310,lineal,245,614.3516184546752,0
2311,sigmoid,245,683.3037999959197,0
2312,tanh,245,652.7462147672195,0
2313,relu,245,634.3325625935104,0
2314,selu,245,696.5883122598752,0
2315,elu,245,642.8991587169003,0
2316,gelu,245,891.8669342276407,0
2317,swish,245,717.6665705813793,0
2318,mish,245,763.1093054900412,0
2319,lisht,245,745.4190769350389,0
2320,lineal,246,614.2780856566969,0
2321,sigmoid,246,691.5965776656521,0
2322,tanh,246,652.4614868744975,0
2323,relu,246,634.3495876366505,0
2324,selu,246,701.0359529205598,0
2325,elu,246,644.286452918197,0
2326,gelu,246,895.0282322497806,0
2327,swish,246,719.9347548430087,0
2328,mish,246,764.1873452671571,0
2329,lisht,246,749.1663399140816,0
2330,lineal,247,616.062438209774,0
2331,sigmoid,247,690.1809864960378,0
2332,tanh,247,657.0074565124232,0
2333,relu,247,637.6332844597055,0
2334,selu,247,701.5453991082031,0
2335,elu,247,649.3113891683752,0
2336,gelu,247,892.8500724558253,0
2337,swish,247,727.2807281295536,0
2338,mish,247,753.6525330416625,0
2339,lisht,247,763.1118712322786,0
2340,lineal,248,620.8529375968501,0
2341,sigmoid,248,679.903966700891,0
2342,tanh,248,669.8867016980657,0
2343,relu,248,642.4197761837859,0
2344,selu,248,693.4826691435883,0
2345,elu,248,659.4748251227429,0
2346,gelu,248,878.191632158123,0
2347,swish,248,746.3873781429138,0
2348,mish,248,724.2436588206328,0
2349,lisht,248,793.9732549239416,0
2350,lineal,249,626.9276113506639,0
2351,sigmoid,249,635.8628607883584,0
2352,tanh,249,711.9760686567752,0
2353,relu,249,649.8657849988667,0
2354,selu,249,636.6915191881126,0
2355,elu,249,699.2835497427732,0
2356,gelu,249,845.446530162124,0
2357,swish,249,780.797915726318,0
2358,mish,249,735.5879333867924,0
2359,lisht,249,775.5312897904078,0
2360,lineal,250,646.1304689706303,0
2361,sigmoid,250,644.181261693011,0
2362,tanh,250,691.0096421026392,0
2363,relu,250,670.8463072674349,0
2364,selu,250,645.1925146443537,0
2365,elu,250,699.4407676833216,0
2366,gelu,250,866.9009557151003,0
2367,swish,250,762.0711992684519,0
2368,mish,250,759.2400531077292,0
2369,lisht,250,731.2516432973789,0
2370,lineal,251,683.3142148979241,0
2371,sigmoid,251,664.1246971521759,0
2372,tanh,251,646.7269397394266,0
2373,relu,251,708.6504126203945,0
2374,selu,251,661.2644963451894,0
2375,elu,251,646.2608711072244,0
2376,gelu,251,926.5435380421113,0
2377,swish,251,721.7338438906008,0
2378,mish,251,796.8510513863293,0
2379,lisht,251,748.3494852699805,0
2380,lineal,252,624.2441974482499,0
2381,sigmoid,252,713.3982997501735,0
2382,tanh,252,663.5157130882144,0
2383,relu,252,648.0010294945678,0
2384,selu,252,716.5282337222015,0
2385,elu,252,662.2435618382879,0
2386,gelu,252,900.0246463039657,0
2387,swish,252,751.225912051159,0
2388,mish,252,736.384539103834,0
2389,lisht,252,806.4982558834599,0
2390,lineal,253,638.9091874357546,0
2391,sigmoid,253,647.8716752618784,0
2392,tanh,253,716.5628751239274,0
2393,relu,253,666.787116974243,0
2394,selu,253,649.8790775445523,0
2395,elu,253,717.2518321003299,0
2396,gelu,253,870.0835970187327,0
2397,swish,253,774.9866197145311,0
2398,mish,253,764.2765130987391,0
2399,lisht,253,738.5903944832971,0
2400,lineal,254,690.4881666989531,0
2401,sigmoid,254,672.8035343860975,0
2402,tanh,254,654.3200159715489,0
2403,relu,254,710.5505644928198,0
2404,selu,254,675.6033172128955,0
2405,elu,254,655.5094615493435,0
2406,gelu,254,931.5360909937881,0
2407,swish,254,735.3585198286455,0
2408,mish,254,787.5769854680402,0
2409,lisht,254,773.3666706095682,0
2410,lineal,255,635.9185968009988,0
2411,sigmoid,255,691.5764558131341,0
2412,tanh,255,694.0119432973443,0
2413,relu,255,661.8291761643486,0
2414,selu,255,689.6878040997544,0
2415,elu,255,697.4772925574798,0
2416,gelu,255,866.2378019650932,0
2417,swish,255,794.8948676289292,0
2418,mish,255,758.0878860655939,0
2419,lisht,255,740.4469158934662,0
2420,lineal,256,709.5100687757367,0
2421,sigmoid,256,667.7327696798602,0
2422,tanh,256,656.1575214491459,0
2423,relu,256,725.2690224982798,0
2424,selu,256,673.7686617311556,0
2425,elu,256,658.1463837333722,0
2426,gelu,256,940.844636308495,0
2427,swish,256,738.4718845885945,0
2428,mish,256,796.4947949011112,0
2429,lisht,256,776.99855930591,0
2430,lineal,257,640.735385152162,0
2431,sigmoid,257,694.6414739419706,0
2432,tanh,257,701.0849915035069,0
2433,relu,257,667.9778093612986,0
2434,selu,257,655.3479788863333,0
2435,elu,257,739.6073874444701,0
2436,gelu,257,876.4037490379997,0
2437,swish,257,792.9425440428313,0
2438,mish,257,770.7836362355156,0
2439,lisht,257,749.4442978104344,0
2440,lineal,258,701.9845936048077,0
2441,sigmoid,258,683.1874404194532,0
2442,tanh,258,663.9805707808118,0
2443,relu,258,711.9805681353901,0
2444,selu,258,693.7168928566389,0
2445,elu,258,667.2622380238026,0
2446,gelu,258,936.7105632772436,0
2447,swish,258,754.2488272414776,0
2448,mish,258,750.0281644178322,0
2449,lisht,258,828.3056951313047,0
2450,lineal,259,651.5357325940859,0
2451,sigmoid,259,662.3649226053385,0
2452,tanh,259,725.9249174533179,0
2453,relu,259,689.0336476927623,0
2454,selu,259,667.5682702874765,0
2455,elu,259,715.0872728115646,0
2456,gelu,259,906.8387617610861,0
2457,swish,259,738.835292678792,0
2458,mish,259,832.0310904770158,0
2459,lisht,259,765.0583600864047,0
2460,lineal,260,641.8400830584578,0
2461,sigmoid,260,733.6291145884898,0
2462,tanh,260,686.4876121055568,0
2463,relu,260,669.5740567735629,0
2464,selu,260,721.247880276409,0
2465,elu,260,695.888896730612,0
2466,gelu,260,878.9565295792418,0
2467,swish,260,813.1958973450819,0
2468,mish,260,771.6979387800675,0
2469,lisht,260,754.702497308841,0
2470,lineal,261,719.216195551795,0
2471,sigmoid,261,684.0955522446893,0
2472,tanh,261,669.5341345879715,0
2473,relu,261,722.2449737574207,0
2474,selu,261,699.2333476531785,0
2475,elu,261,674.2378485482186,0
2476,gelu,261,943.3404419631697,0
2477,swish,261,765.7307162921643,0
2478,mish,261,759.0693832492689,0
2479,lisht,261,831.3646329353796,0
2480,lineal,262,663.6948697443586,0
2481,sigmoid,262,672.0715861890931,0
2482,tanh,262,713.2484774122713,0
2483,relu,262,711.3046157481149,0
2484,selu,262,678.3792331343284,0
2485,elu,262,667.0916217853082,0
2486,gelu,262,971.5978577855276,0
2487,swish,262,751.2746009371476,0
2488,mish,262,816.565051809419,0
2489,lisht,262,791.5520677538589,0
2490,lineal,263,654.6916288832435,0
2491,sigmoid,263,666.0423973721918,0
2492,tanh,263,757.6588419902837,0
2493,relu,263,685.9467914804118,0
2494,selu,263,671.8516465231078,0
2495,elu,263,739.9674980685813,0
2496,gelu,263,909.5089974991279,0
2497,swish,263,745.8778352946974,0
2498,mish,263,848.4763931065099,0
2499,lisht,263,774.4088529376313,0
2500,lineal,264,650.4312604212901,0
2501,sigmoid,264,742.251052390784,0
2502,tanh,264,700.8209906349657,0
2503,relu,264,680.6943102806108,0
2504,selu,264,717.3218874330632,0
2505,elu,264,718.3972653992241,0
2506,gelu,264,896.5980644645169,0
2507,swish,264,810.5913037382998,0
2508,mish,264,795.6425107002724,0
2509,lisht,264,770.1037988991011,0
2510,lineal,265,695.6360276861815,0
2511,sigmoid,265,720.4320792416111,0
2512,tanh,265,687.0196336460067,0
2513,relu,265,676.9746723315911,0
2514,selu,265,749.3104528754484,0
2515,elu,265,700.441999160219,0
2516,gelu,265,892.3560077762231,0
2517,swish,265,831.1331842709333,0
2518,mish,265,784.4155654878123,0
2519,lisht,265,768.6524001609068,0
2520,lineal,266,728.2673661020817,0
2521,sigmoid,266,701.524463049951,0
2522,tanh,266,683.5397413420724,0
2523,relu,266,673.8251479873434,0
2524,selu,266,768.2101442664862,0
2525,elu,266,692.1591655528173,0
2526,gelu,266,890.1432610237971,0
2527,swish,266,843.9098028227454,0
2528,mish,266,779.9830375909805,0
2529,lisht,266,767.960902314051,0
2530,lineal,267,745.5745962172514,0
2531,sigmoid,267,693.4615799582098,0
2532,tanh,267,682.4721595059382,0
2533,relu,267,733.214342443971,0
2534,selu,267,717.5313159074867,0
2535,elu,267,690.3952738218941,0
2536,gelu,267,946.1150085973786,0
2537,swish,267,796.9985488796374,0
2538,mish,267,779.239474545233,0
2539,lisht,267,821.2704692577245,0
2540,lineal,268,698.7895280288067,0
2541,sigmoid,268,692.0519437175244,0
2542,tanh,268,682.9178759448696,0
2543,relu,268,746.0468002185225,0
2544,selu,268,713.0184140831698,0
2545,elu,268,689.9971857791534,0
2546,gelu,268,955.9962370111607,0
2547,swish,268,792.357302198885,0
2548,mish,268,779.6528794858605,0
2549,lisht,268,827.8238005575258,0
2550,lineal,269,696.6554150843294,0
2551,sigmoid,269,692.044369813404,0
2552,tanh,269,682.8625438869931,0
2553,relu,269,750.7249998978805,0
2554,selu,269,714.0646037476836,0
2555,elu,269,691.2568993869936,0
2556,gelu,269,957.9797091840301,0
2557,swish,269,795.1947817938635,0
2558,mish,269,781.4163636353333,0
2559,lisht,269,827.6273801765637,0
2560,lineal,270,702.651394378976,0
2561,sigmoid,270,695.2835983170662,0
2562,tanh,270,685.4560028050328,0
2563,relu,270,747.7994697513059,0
2564,selu,270,720.8416737696389,0
2565,elu,270,694.469607907231,0
2566,gelu,270,950.3662432295969,0
2567,swish,270,806.1525432813214,0
2568,mish,270,784.6527482122183,0
2569,lisht,270,773.4867240349995,0
2570,lineal,271,734.6530381678604,0
2571,sigmoid,271,699.5697607491165,0
2572,tanh,271,689.1552127728937,0
2573,relu,271,734.2203852472594,0
2574,selu,271,734.5417704937281,0
2575,elu,271,698.3827085037483,0
2576,gelu,271,899.7863874461036,0
2577,swish,271,857.0613692660118,0
2578,mish,271,790.519875722588,0
2579,lisht,271,778.3688520545838,0
2580,lineal,272,749.8112012109486,0
2581,sigmoid,272,706.9319641493494,0
2582,tanh,272,694.4112142497906,0
2583,relu,272,685.0783679368906,0
2584,selu,272,778.4911411260255,0
2585,elu,272,706.3371073795715,0
2586,gelu,272,907.1613306401996,0
2587,swish,272,849.6040724851191,0
2588,mish,272,800.5368834432447,0
2589,lisht,272,785.4980964375427,0
2590,lineal,273,722.7631572511746,0
2591,sigmoid,273,731.7080201624194,0
2592,tanh,273,700.7753498053644,0
2593,relu,273,692.2237701481208,0
2594,selu,273,755.7238367716782,0
2595,elu,273,725.4939695069334,0
2596,gelu,273,915.9809388890862,0
2597,swish,273,826.3377947992412,0
2598,mish,273,823.6173904282041,0
2599,lisht,273,792.6458640320925,0
2600,lineal,274,669.8429572880268,0
2601,sigmoid,274,774.126956988126,0
2602,tanh,274,715.9050374210346,0
2603,relu,274,700.4675488107605,0
2604,selu,274,692.9873076637741,0
2605,elu,274,782.0620024498785,0
2606,gelu,274,930.2847492800793,0
2607,swish,274,775.0632356277201,0
2608,mish,274,875.1226866652723,0
2609,lisht,274,805.0983102759346,0
2610,lineal,275,677.8190688512987,0
2611,sigmoid,275,691.7524653960718,0
2612,tanh,275,790.4505816122983,0
2613,relu,275,712.0918288999237,0
2614,selu,275,701.6980201929109,0
2615,elu,275,741.058466019691,0
2616,gelu,275,971.2408835374517,0
2617,swish,275,784.0038953549229,0
2618,mish,275,833.9264061523136,0
2619,lisht,275,843.1083730785176,0
2620,lineal,276,686.5332201340934,0
2621,sigmoid,276,702.943847610848,0
2622,tanh,276,744.5563574628904,0
2623,relu,276,748.4613753758604,0
2624,selu,276,712.3747934550047,0
2625,elu,276,703.1823180028005,0
2626,gelu,276,1001.6251434611622,0
2627,swish,276,797.4203558097361,0
2628,mish,276,797.0428408957087,0
2629,lisht,276,855.0311777332099,0
2630,lineal,277,713.5608919461956,0
2631,sigmoid,277,709.8042883409653,0
2632,tanh,277,701.6180513104191,0
2633,relu,277,752.4979687107261,0
2634,selu,277,746.8886999385431,0
2635,elu,277,712.4821405691328,0
2636,gelu,277,918.3101007867372,0
2637,swish,277,871.1453413731651,0
2638,mish,277,812.0559811377898,0
2639,lisht,277,798.7831410298822,0
2640,lineal,278,737.2199493510416,0
2641,sigmoid,278,744.2747068979079,0
2642,tanh,278,713.0022957749898,0
2643,relu,278,705.2398717757314,0
2644,selu,278,752.0336227662629,0
2645,elu,278,751.4707199007971,0
2646,gelu,278,935.390794273233,0
2647,swish,278,778.727467972436,0
2648,mish,278,895.7317236842355,0
2649,lisht,278,811.6955468677916,0
2650,lineal,279,685.9645915121073,0
2651,sigmoid,279,699.4833523917478,0
2652,tanh,279,804.8472766557243,0
2653,relu,279,721.6292847441509,0
2654,selu,279,710.263403907069,0
2655,elu,279,701.0746517548105,0
2656,gelu,279,1033.275520191528,0
2657,swish,279,795.0072545402218,0
2658,mish,279,798.6003919332288,0
2659,lisht,279,896.4693729418796,0
2660,lineal,280,699.3881977023557,0
2661,sigmoid,280,711.94859714841,0
2662,tanh,280,702.9530504748691,0
2663,relu,280,795.6250455988338,0
2664,selu,280,731.7503099697642,0
2665,elu,280,714.8628117194166,0
2666,gelu,280,977.1568460786948,0
2667,swish,280,836.9394760219147,0
2668,mish,280,813.7622844761936,0
2669,lisht,280,802.4955119665246,0
2670,lineal,281,765.8427821705118,0
2671,sigmoid,281,737.2999436497921,0
2672,tanh,281,716.8464665717911,0
2673,relu,281,708.9574339450337,0
2674,selu,281,771.247453555814,0
2675,elu,281,751.455059271073,0
2676,gelu,281,941.6987340780906,0
2677,swish,281,785.3912480595754,0
2678,mish,281,906.0453320955858,0
2679,lisht,281,820.2262434069999,0
2680,lineal,282,692.1937259343686,0
2681,sigmoid,282,705.4478495772928,0
2682,tanh,282,810.446294526686,0
2683,relu,282,731.3980390381766,0
2684,selu,282,718.2862006328069,0
2685,elu,282,709.4846955997637,0
2686,gelu,282,1039.3151493783807,0
2687,swish,282,804.4822933387477,0
2688,mish,282,808.8287781648105,0
2689,lisht,282,889.8166506995913,0
2690,lineal,283,716.8110451194225,0
2691,sigmoid,283,721.4352019781945,0
2692,tanh,283,713.8739466380794,0
2693,relu,283,772.2891647997312,0
2694,selu,283,759.8783768913709,0
2695,elu,283,727.7631519658025,0
2696,gelu,283,936.8241234216839,0
2697,swish,283,881.4850395517424,0
2698,mish,283,833.8602155244444,0
2699,lisht,283,816.5620546208229,0
2700,lineal,284,689.6623589171795,0
2701,sigmoid,284,811.1288739538286,0
2702,tanh,284,738.1601514386712,0
2703,relu,284,723.0247732604621,0
2704,selu,284,715.319928114186,0
2705,elu,284,793.4132206386421,0
2706,gelu,284,975.8249862660887,0
2707,swish,284,804.0469084279612,0
2708,mish,284,864.7071798421675,0
2709,lisht,284,866.2389290040592,0
2710,lineal,285,707.2153067206964,0
2711,sigmoid,285,722.2111901298631,0
2712,tanh,285,711.7776589136338,0
2713,relu,285,817.3282404373167,0
2714,selu,285,741.1818173761712,0
2715,elu,285,726.1736244993517,0
2716,gelu,285,935.996867934824,0
2717,swish,285,879.4648042698391,0
2718,mish,285,829.3822461997624,0
2719,lisht,285,817.3488713327097,0
2720,lineal,286,761.3990238017868,0
2721,sigmoid,286,762.7158335621934,0
2722,tanh,286,733.3263389942003,0
2723,relu,286,724.3163069261936,0
2724,selu,286,713.0430928068236,0
2725,elu,286,819.6729648001492,0
2726,gelu,286,968.823164204834,0
2727,swish,286,805.2948125649709,0
2728,mish,286,888.796219464275,0
2729,lisht,286,855.9413632012438,0
2730,lineal,287,708.5574711032677,0
2731,sigmoid,287,724.2813166629057,0
2732,tanh,287,714.9747050778242,0
2733,relu,287,831.1796035186853,0
2734,selu,287,741.2249417296844,0
2735,elu,287,729.4490175766405,0
2736,gelu,287,1001.5154142240062,0
2737,swish,287,853.479498323868,0
2738,mish,287,832.6679895439884,0
2739,lisht,287,821.0028147642734,0
2740,lineal,288,769.7791629012208,0
2741,sigmoid,288,765.3450284797,0
2742,tanh,288,736.4799760763999,0
2743,relu,288,727.7029683428118,0
2744,selu,288,717.3063246110687,0
2745,elu,288,824.6203848365694,0
2746,gelu,288,976.9740144351963,0
2747,swish,288,810.015189049649,0
2748,mish,288,884.3998568638926,0
2749,lisht,288,868.8649131918792,0
2750,lineal,289,715.0839184682118,0
2751,sigmoid,289,730.7160248752916,0
2752,tanh,289,719.2676795149455,0
2753,relu,289,828.8607704200549,0
2754,selu,289,750.5970021340763,0
2755,elu,289,736.0972228940809,0
2756,gelu,289,946.6063088605879,0
2757,swish,289,913.5602405462414,0
2758,mish,289,841.9352695302805,0
2759,lisht,289,829.334550391417,0
2760,lineal,290,697.4526124035474,0
2761,sigmoid,290,835.8092594282934,0
2762,tanh,290,748.3381490583997,0
2763,relu,290,736.4188586709788,0
2764,selu,290,726.17329608812,0
2765,elu,290,799.2043935294496,0
2766,gelu,290,1002.5796553859254,0
2767,swish,290,821.1522562176688,0
2768,mish,290,821.4256487784442,0
2769,lisht,290,929.3936828311998,0
2770,lineal,291,726.410100311623,0
2771,sigmoid,291,738.8027307986049,0
2772,tanh,291,728.3679339133669,0
2773,relu,291,789.7161956172204,0
2774,selu,291,781.0549806009512,0
2775,elu,291,747.2337171139661,0
2776,gelu,291,960.4231916514691,0
2777,swish,291,886.1821866930695,0
2778,mish,291,869.6102363797836,0
2779,lisht,291,840.6902122512693,0
2780,lineal,292,710.10403218586,0
2781,sigmoid,292,782.9767761809053,0
2782,tanh,292,788.5378523410764,0
2783,relu,292,752.385136412573,0
2784,selu,292,741.5565232584486,0
2785,elu,292,730.0124115314102,0
2786,gelu,292,1065.661523618619,0
2787,swish,292,836.8427825024119,0
2788,mish,292,837.7150666139787,0
2789,lisht,292,824.0067356264917,0
2790,lineal,293,818.5130399103509,0
2791,sigmoid,293,755.5639249852393,0
2792,tanh,293,742.7419488013256,0
2793,relu,293,733.6164381518029,0
2794,selu,293,793.4446292924695,0
2795,elu,293,786.461652438622,0
2796,gelu,293,982.2842270722613,0
2797,swish,293,818.8051262330264,0
2798,mish,293,914.0748860809254,0
2799,lisht,293,871.8244695609901,0
2800,lineal,294,723.5999158252962,0
2801,sigmoid,294,739.6978790267603,0
2802,tanh,294,729.3652154202573,0
2803,relu,294,842.3398456338327,0
2804,selu,294,763.440004621516,0
2805,elu,294,747.0216998651158,0
2806,gelu,294,962.0664739788044,0
2807,swish,294,922.0420798703562,0
2808,mish,294,860.1706728192512,0
2809,lisht,294,843.7617221447872,0
2810,lineal,295,711.8704676567577,0
2811,sigmoid,295,825.3067726900335,0
2812,tanh,295,775.0508983900072,0
2813,relu,295,752.1903786686016,0
2814,selu,295,743.4904326703399,0
2815,elu,295,733.0568105353741,0
2816,gelu,295,1085.9092909008032,0
2817,swish,295,839.5860461362172,0
2818,mish,295,843.1908514627721,0
2819,lisht,295,891.1951582350302,0
2820,lineal,296,770.4892345042899,0
2821,sigmoid,296,760.5667653939454,0
2822,tanh,296,748.1513057295233,0
2823,relu,296,738.3488349204417,0
2824,selu,296,803.1224163887091,0
2825,elu,296,793.9417655632133,0
2826,gelu,296,992.4480810828973,0
2827,swish,296,826.1455222913064,0
2828,mish,296,915.5832342111971,0
2829,lisht,296,885.5849267231533,0
2830,lineal,297,732.4680001606466,0
2831,sigmoid,297,747.9498084512306,0
2832,tanh,297,737.652782556368,0
2833,relu,297,835.6163374439348,0
2834,selu,297,778.9349484863924,0
2835,elu,297,755.6281068263343,0
2836,gelu,297,974.0619631769368,0
2837,swish,297,912.3628552642185,0
2838,mish,297,880.1638557866681,0
2839,lisht,297,855.0000136919552,0
2840,lineal,298,723.80533277418,0
2841,sigmoid,298,738.8370859264396,0
2842,tanh,298,862.5689348515589,0
2843,relu,298,768.179553685477,0
2844,selu,298,755.1498274581973,0
2845,elu,298,746.5368080239277,0
2846,gelu,298,1072.3412943519652,0
2847,swish,298,861.1806211576331,0
2848,mish,298,856.1609591975575,0
2849,lisht,298,846.2271376404678,0
2850,lineal,299,800.0982537413947,0
2851,sigmoid,299,792.2818564993795,0
2852,tanh,299,762.7490198772866,0
2853,relu,299,756.2344630485168,0
2854,selu,299,743.6597015276784,0
2855,elu,299,826.975195305422,0
2856,gelu,299,1029.1758654577425,0
2857,swish,299,843.0511899793055,0
2858,mish,299,847.1016312100692,0
2859,lisht,299,940.7657480774214,0
